date,avg_tmp,day_p,avg_wind,avg_rhum,t_sd,snow,avg_gtmp,season,CNT
2018-12-19,4,,1.4,53.4,9.29,,2.6,3,21970
2018-12-20,3.4,,0.9,45.5,8.78,,2.1,3,22881
2018-12-21,5.6,,1.1,40.1,5.82,,2.1,3,23422
2018-12-22,6.9,,1.5,48.9,8.93,,5,3,17127
2018-12-23,2.4,,2.9,43,9.58,,3.3,3,13601
2018-12-24,-2.3,,1.6,35.9,10.5,,-0.2,3,16579
2018-12-25,0.6,,1.2,53.4,5.67,,-0.3,3,12437
2018-12-26,-1.5,,2.8,40.8,9.97,,1.4,3,17112
2018-12-27,-10.1,,3.5,28.3,10.44,,-4,3,11325
2018-12-28,-10.5,,2.5,33,10.36,,-5.4,3,10445
2018-12-29,-7.6,,2.9,29,10.57,,-4.3,3,8083
2018-12-30,-6.8,,1.2,35.9,10.48,,-4.3,3,7864
2018-12-31,-5.4,,1.2,39.6,9.16,,-4.5,3,11911
2019-01-01,-5,,2.1,49.5,7.84,,-3.9,3,8601
2019-01-02,-4.9,,1.7,42.8,10.48,,-3.3,3,14360
2019-01-03,-3.5,,1.4,38.8,10.28,,-2.6,3,16344
2019-01-04,-1.1,,1.2,55.5,6.2,,-1.4,3,17308
2019-01-05,-2.8,,2.2,40.3,10.05,,-1.2,3,12380
2019-01-06,-2.8,,1.2,35,9.64,,-1.2,3,11094
2019-01-07,-1.9,,1.4,46.4,8.71,,-2,3,16795
2019-01-08,-3.5,,2.6,31,10.46,,-2,3,15833
2019-01-09,-4.7,,1.3,28.8,8.47,,-4.1,3,15819
2019-01-10,-0.6,,1.3,48.8,5.92,,-0.7,3,17894
2019-01-11,2.4,,1,58.8,8.53,,1.2,3,19271
2019-01-12,2.8,,1.3,47.6,7.71,,2.6,3,14519
2019-01-13,1.2,,1.4,54.3,9.97,,0.5,3,11751
2019-01-14,1.4,,0.9,68.6,6.03,,-0.3,3,14818
2019-01-15,-1.7,0,2.7,58.8,6.93,,0.7,3,14761
2019-01-16,-5.2,0,2.3,45.9,10.36,,-1.8,3,15823
2019-01-17,-0.3,0,1.7,45.8,11.07,,0.7,3,17960
2019-01-18,0.6,,1.3,44,10.4,,-0.3,3,18901
2019-01-19,3.6,,1.2,59.8,6.27,,2.1,3,14883
2019-01-20,-1.4,,3.2,38.5,11.56,,1,3,11191
2019-01-21,-1.2,0,1.6,57.8,3.07,,-2.6,3,17240
2019-01-22,1.7,,1.7,62,9.85,,-0.7,3,19885
2019-01-23,2,,2.3,48.9,10.85,,1.3,3,19163
2019-01-24,0.1,,1.7,34.9,11.71,,0.2,3,20057
2019-01-25,-1.2,,2.6,27.6,11.56,,0,3,18159
2019-01-26,-2.5,,2.4,30.9,12.29,,-0.6,3,13203
2019-01-27,-0.1,,1.7,52.5,10.31,,-0.4,3,12440
2019-01-28,1.2,0,3.1,40.4,11.76,,2.1,3,17317
2019-01-29,-0.2,,1.5,35.5,11.87,,0.3,3,19477
2019-01-30,1.8,,1.5,54.6,9.13,,1.6,3,20677
2019-01-31,-2,,2.9,29,5.97,,0.6,3,17649
2019-02-01,-2.1,0.3,1.7,47.6,9.71,0.2,-2,3,17696
2019-02-02,1.4,0,1,60,4.48,,-0.2,3,13742
2019-02-03,3.3,16,1.7,92.9,0.54,,2.2,3,2010
2019-02-04,-0.6,,2.1,40.4,12.74,,1.4,3,8562
2019-02-05,2.8,,1,37.1,11.81,,1.9,3,9119
2019-02-06,5.1,,1.3,54.9,6.87,,2.5,3,13694
2019-02-07,-2.1,0.5,3.5,45.5,13.09,0,2.4,3,14533
2019-02-08,-6.1,,2.3,31.5,12.08,,-2.4,3,14782
2019-02-09,-5.4,,2.7,30,13.27,,-2.2,3,11760
2019-02-10,-5,,1.7,31.3,7.83,,-2.6,3,9759
2019-02-11,-3,,2.3,34.9,14.53,,-0.6,3,16881
2019-02-12,-0.6,0,1.9,35.5,12.34,,1.2,3,18862
2019-02-13,-2.1,,2.4,26.6,14.15,,0.4,3,18411
2019-02-14,-0.5,,1.4,24.3,14.39,,1.2,3,19376
2019-02-15,-0.8,2.2,1.9,72.8,3.57,2.9,-0.2,3,9213
2019-02-16,-2.7,0.2,2.6,59,13.19,0.3,1.1,3,12641
2019-02-17,-1.8,,1.9,47.4,16.08,,0,3,13390
2019-02-18,0.9,,1.3,43.5,10.19,,-0.6,3,19916
2019-02-19,1.4,4.6,1.4,80.8,3.43,3.3,0,3,11689
2019-02-20,1.7,0,2.1,67.8,6.26,,1.8,3,19572
2019-02-21,2.4,,1.5,59.4,14.6,,3.1,3,20995
2019-02-22,4,,1.5,56.1,15.33,,4,3,21727
2019-02-23,6.8,,1.1,41,16.04,,5.2,3,23742
2019-02-24,6.3,,1.8,45,16.07,,5,3,21933
2019-02-25,4.7,,2.3,55.8,14.21,,5.7,3,23445
2019-02-26,5.2,,1.6,32.8,16.25,,5.3,3,28010
2019-02-27,7.8,,1.6,31.3,12.84,,6.5,3,28652
2019-02-28,6.6,,2,39.5,14.07,,5.9,3,27431
2019-03-01,6.6,,2.1,42.3,15.38,,6.1,0,21751
2019-03-02,7.8,,1.1,37.6,13.57,,5.9,0,22503
2019-03-03,9.4,,1.5,36.4,15.37,,7.7,0,24382
2019-03-04,9.9,,1.9,46.1,14.87,,10.5,0,26887
2019-03-05,8.4,,2,66.3,9.21,,8.7,0,24042
2019-03-06,8.4,,2,55,10.39,,9.1,0,25379
2019-03-07,7,,2.2,51.1,15.76,,9.9,0,31156
2019-03-08,6.1,,1.9,39.4,18.67,,8.2,0,33073
2019-03-09,7.2,,1.3,31.8,14.44,,8.4,0,32421
2019-03-10,10.1,,1.2,26.4,8.91,,10.1,0,31050
2019-03-11,6.6,0,1.8,61,9.72,,8.1,0,28539
2019-03-12,3.9,0,2.7,55.1,5.15,,3.3,0,25537
2019-03-13,3.5,0,3.3,38.5,17.87,,6.6,0,28653
2019-03-14,5,0,1.9,45.3,14.02,,5.9,0,30997
2019-03-15,5.5,3.5,1.6,72.8,9.93,,10.9,0,20481
2019-03-16,4.3,,1.8,69.9,11.76,,5.3,0,26057
2019-03-17,6.3,,2,55.4,19.62,,8.8,0,35622
2019-03-18,7.1,,1.4,43.8,16.33,,8.3,0,36313
2019-03-19,10,,1.4,52,15.01,,10.3,0,39908
2019-03-20,10.3,16.5,1.4,79,4.38,,8.6,0,16204
2019-03-21,7.1,3.3,2.9,77.4,7.51,,8.3,0,26455
2019-03-22,3.3,,2.8,40.9,21.87,,5.5,0,32363
2019-03-23,3.3,1.7,2.4,46.9,12.62,,4.1,0,21696
2019-03-24,4.3,,2.3,45.4,22.16,,5.7,0,31622
2019-03-25,7.3,,2,56.1,7.53,,5.9,0,34226
2019-03-26,11.4,,2,51.1,20.42,,13.1,0,42644
2019-03-27,11.6,,3,66.4,10.84,,11.6,0,35832
2019-03-28,9.4,,2.6,49.9,18.21,,12.3,0,38806
2019-03-29,9.2,,2.1,33.1,21.22,,13.3,0,43893
2019-03-30,5.2,1.8,2.9,72,6.76,,6.9,0,14001
2019-03-31,4.4,0,3.2,46,8.22,,5.3,0,22326
2019-04-01,5.5,,2.5,39.8,23.42,,8.1,0,37660
2019-04-02,6.7,,2.2,36.9,22.96,,9.7,0,42029
2019-04-03,7.6,,2.3,36.1,22.61,,11.1,0,43257
2019-04-04,9.2,,2.5,43,22.72,,12.4,0,45681
2019-04-05,11.4,0,2.9,41,20.11,,14.2,0,45643
2019-04-06,9.3,0.8,1.1,39.9,4.48,,8.9,0,25902
2019-04-07,12.6,,1.7,43.1,21.77,,15.1,0,55943
2019-04-08,11.6,,2.5,25.6,23.74,,15.4,0,52643
2019-04-09,9.2,17.4,2.4,49.1,5.64,,10.3,0,24734
2019-04-10,7.1,5.6,1.8,78.4,6.98,,8.6,0,26421
2019-04-11,9.5,,1.9,58,20.94,,10.3,0,51013
2019-04-12,11.4,,2.2,48.5,23.73,,14.3,0,55125
2019-04-13,11.8,,1.8,34,22.96,,14.7,0,57020
2019-04-14,9.6,1.7,2.2,45.5,8.35,,9.5,0,28467
2019-04-15,11.6,,1.8,30.9,24.07,,13.4,0,55422
2019-04-16,14.9,,1.6,26.3,23.58,,15.9,0,60566
2019-04-17,15.3,,1.9,37.5,24.94,,18,0,62522
2019-04-18,12.6,0,2,74.4,5.88,,12.5,0,50439
2019-04-19,13.8,,1.6,57.5,15.84,,17.1,0,60925
2019-04-20,14.3,1.2,1.9,66.9,14.63,,17.5,0,51068
2019-04-21,14.8,0.3,1.9,77.8,13.42,,18.1,0,53339
2019-04-22,19.3,,1.4,50.6,23.42,,21.6,0,63995
2019-04-23,20.4,0,1.3,52,13.14,,20.3,0,58811
2019-04-24,19.5,4.1,1.6,70.4,18.91,,21,0,55815
2019-04-25,13.2,11.3,2,75.9,3.48,,14,0,22471
2019-04-26,8.4,4.9,1.5,82.1,3.51,,10.2,0,26484
2019-04-27,11.6,,1.7,52.6,23.24,,14.1,0,65124
2019-04-28,12.9,0,1.6,48.8,12.09,,13.9,0,56012
2019-04-29,13,,0.9,52.9,9.81,,12.3,0,63256
2019-04-30,15.5,,1.6,52.8,21.75,,18.1,0,70213
2019-05-01,16.4,,2.3,48.9,24.41,,20.2,0,76439
2019-05-02,17.1,,2.3,28.5,27.27,,21.3,0,72430
2019-05-03,17.9,,1.6,37.5,25.59,,21.9,0,73647
2019-05-04,19.5,,1.7,40.4,22.12,,22.3,0,66392
2019-05-05,19.2,,2.2,35.8,25.14,,23.9,0,66911
2019-05-06,14.5,0,3.1,27.1,28.25,,22.8,0,74806
2019-05-07,15,,2.3,33.4,27.02,,22.1,0,70506
2019-05-08,15.6,,2.3,48.3,23.39,,21.3,0,70426
2019-05-09,16.6,,2.2,43.3,25.46,,23.9,0,71707
2019-05-10,17.8,,1.9,48,25.19,,24.4,0,74960
2019-05-11,20.3,,1.8,39,25.19,,26.4,0,76110
2019-05-12,21.6,,1.5,36,21.82,,26.8,0,73318
2019-05-13,18.7,0,1.6,43.4,8.51,,19.2,0,68389
2019-05-14,19.6,,1.6,44.5,25.35,,25.8,0,78385
2019-05-15,20.7,,1.7,48.1,21.24,,26.8,0,76969
2019-05-16,23.5,,1.5,43.8,25.19,,29.9,0,75399
2019-05-17,23.6,,1.2,44.9,14.72,,26.1,0,79158
2019-05-18,22.8,0,2.1,46.8,16.28,,28.2,0,79583
2019-05-19,19.4,22,1.2,93,5.22,,20.4,0,12749
2019-05-20,16.4,8.7,3.4,63.6,24.95,,18.6,0,72066
2019-05-21,17.2,,2.9,52,28.89,,21.8,0,80599
2019-05-22,19.5,,2.4,46,27.5,,25.1,0,80735
2019-05-23,22.1,,1.7,45,27.36,,28.5,0,78504
2019-05-24,24.2,,1.7,46.4,26.13,,30.6,0,77190
2019-05-25,23.4,,1.6,45.6,18.83,,26.7,0,75791
2019-05-26,24.5,,1.8,39,25.81,,30.5,0,74327
2019-05-27,17.8,7.1,2.4,80.9,2.33,,18.2,0,30670
2019-05-28,18.1,,2.6,45.9,28.01,,21.8,0,83654
2019-05-29,20.3,,2,48.4,28.48,,26.2,0,83496
2019-05-30,19.6,0,2.4,48,18.28,,23.8,0,73814
2019-05-31,19.1,,2.8,49.6,27.46,,26.5,0,83765
2019-06-01,18.9,,1.9,60.5,21.1,,24.8,1,79878
2019-06-02,21.1,,1.7,42.1,26.48,,27.8,1,77091
2019-06-03,23.1,,1.8,42.9,25.57,,30.1,1,82911
2019-06-04,22.6,,2.2,56.4,26.21,,29.9,1,83576
2019-06-05,23,,1.8,63.8,24.14,,31.4,1,81515
2019-06-06,21.2,7.5,1.2,75.9,5.33,,22.4,1,36945
2019-06-07,20,35.3,1.9,77.3,13.41,,21,1,54701
2019-06-08,21.9,,1.4,57.5,21.14,,22.8,1,83736
2019-06-09,21.6,2.5,1.8,66.1,16.87,,23.7,1,60371
2019-06-10,18.4,9.5,1.6,70.3,11.01,,19.7,1,63032
2019-06-11,20.5,,1.4,51.1,21.58,,21.9,1,85776
2019-06-12,21.5,,1.8,57.1,25.26,,24.4,1,83506
2019-06-13,23,,1.7,51.9,27.4,,27.2,1,81540
2019-06-14,23,,1.8,54.8,19.46,,27,1,85533
2019-06-15,21.9,2.1,2.4,61.5,25.94,,26,1,71883
2019-06-16,22,,1.6,55.4,22.45,,24.7,1,81803
2019-06-17,21.7,0,2.3,59.1,25.36,,28.2,1,86987
2019-06-18,20.8,13.8,1.5,78.6,11.26,,22.5,1,42393
2019-06-19,21.4,0.2,1.9,77.8,11.24,,23,1,79958
2019-06-20,22.7,,1.9,70.6,20.91,,25.9,1,88226
2019-06-21,22.1,0.2,1.7,72.9,12.51,,25.2,1,81089
2019-06-22,24.2,,1.5,42.3,27.01,,28.8,1,85728
2019-06-23,25,,1.8,40.4,26.05,,30.7,1,79269
2019-06-24,25.2,,2,46.9,27.57,,32.4,1,88432
2019-06-25,25.6,,1.6,49.1,27.13,,32.6,1,88096
2019-06-26,25.5,0,1.3,52.6,12.11,,29.3,1,81274
2019-06-27,25.5,1.4,1.4,70.5,14.79,,29.5,1,79234
2019-06-28,24.7,0,1.7,67.3,10.92,,29.6,1,77056
2019-06-29,23.1,1.5,1.2,72,12.49,,24.4,1,67346
2019-06-30,23.9,0,2.3,73.5,16.32,,28.3,1,74994
2019-07-01,23.9,,2.3,64.4,20.33,,29.6,1,92814
2019-07-02,24.4,,2.3,63.5,21.13,,30,1,94783
2019-07-03,24.1,,1.7,64.6,12.62,,26.9,1,94773
2019-07-04,25.4,,1.9,59.6,27.41,,32.8,1,90397
2019-07-05,27.6,0,1.5,42.1,24.78,,32,1,83994
2019-07-06,29.7,,1.7,40.9,25.87,,37.1,1,70246
2019-07-07,26.7,,2.2,43.3,22.4,,33.8,1,75116
2019-07-08,25.1,,2,46.6,20.54,,32.9,1,93609
2019-07-09,25,,1.8,46.4,18.2,,29.8,1,95859
2019-07-10,22.7,8.5,2,64.1,13.4,,26.8,1,43842
2019-07-11,21.9,2.9,1.3,76.9,8.59,,23.2,1,65003
2019-07-12,23.6,,2,65.5,18.43,,26.1,1,94473
2019-07-13,24.9,0,1.7,67.3,15,,28.3,1,81067
2019-07-14,25.9,,1.6,64.6,20.36,,29.4,1,74259
2019-07-15,23.8,7.7,1.1,80,7.32,,24.6,1,57917
2019-07-16,24.7,6.3,1.3,79,13.41,,25.7,1,82285
2019-07-17,25.6,0.7,1.2,73.9,11.19,,26.4,1,84261
2019-07-18,26.9,,1.2,65,12.78,,26.5,1,81613
2019-07-19,28.6,0,1.5,61.3,21.8,,30.9,1,77449
2019-07-20,28,1.1,2.1,66.9,10.92,,28.4,1,56648
2019-07-21,25.1,6.2,2.2,87.1,6.18,,26.6,1,46130
2019-07-22,26.7,0.1,2.2,74.6,13.12,,26.9,1,82781
2019-07-23,28.1,,1.7,70.8,13.34,,29.3,1,83206
2019-07-24,26.5,1,1.6,82.3,3.17,,26.5,1,59020
2019-07-25,26.3,9.7,1.2,90.1,3.47,,26.6,1,34778
2019-07-26,25.1,60,1.7,95.3,2.35,,25.4,1,22789
2019-07-27,28.4,0.6,1.3,76.6,15.31,,29.6,1,50955
2019-07-28,26.1,25.6,2.2,88.3,2.87,,26.4,1,23342
2019-07-29,27.5,0.5,2.6,74.5,9.43,,27.5,1,74046
2019-07-30,28.1,1.2,3.4,75.3,8.26,,27.2,1,69757
2019-07-31,25.8,62.3,2.2,91.1,3.01,,25.7,1,26874
2019-08-01,26.3,26.9,1.7,86.4,13.55,,26.7,1,59803
2019-08-02,28.4,,1.2,74.6,15.74,,28.8,1,67510
2019-08-03,29.4,3,1.3,69,21.04,,30.5,1,49047
2019-08-04,28.3,8.6,1.2,75.9,17.53,,29.6,1,46477
2019-08-05,30.5,,1.1,65.5,20.66,,30.5,1,65085
2019-08-06,31.6,,1.5,51.4,22.91,,31.7,1,66703
2019-08-07,26.9,8,1.2,78.1,6.91,,27.5,1,50804
2019-08-08,28.9,0,1.6,71.4,15.87,,29.7,1,69748
2019-08-09,29.8,,1.3,69,19.37,,30.3,1,67491
2019-08-10,31.5,,1.5,57.9,22.69,,33.1,1,54162
2019-08-11,30.4,6.7,2.5,53.6,21.52,,33.2,1,43351
2019-08-12,26.6,56.2,1.3,91.8,4.8,,26.8,1,24386
2019-08-13,29.2,6.4,1.5,76.9,16.91,,30.7,1,63749
2019-08-14,30.4,,1.5,63.9,20.99,,30.5,1,65452
2019-08-15,25.9,16.2,1.3,82,5.51,,27,1,32229
2019-08-16,25.9,0.1,2.2,74.5,14.1,,27.3,1,71161
2019-08-17,25.9,0,2.5,69.5,13.25,,26.9,1,72259
2019-08-18,25.6,,1.7,66.5,18.61,,28.1,1,72588
2019-08-19,26.3,,1.1,60.6,18.16,,27.2,1,81832
2019-08-20,28.2,,1.5,56.3,21.06,,30.2,1,82116
2019-08-21,27,1.3,1.2,67.3,11.43,,29.2,1,56957
2019-08-22,26.9,,1.7,66.5,23.16,,31.5,1,82232
2019-08-23,26.2,,2.1,58.4,23.84,,31.7,1,86624
2019-08-24,24.1,,1.5,60.9,8.25,,26.7,1,85630
2019-08-25,25,,1.5,66.6,17.85,,30.9,1,81028
2019-08-26,26.4,,1.2,63.8,18.4,,31.5,1,87770
2019-08-27,25.7,20,1,71.1,13.22,,26.4,1,83107
2019-08-28,26.1,,1.9,66.2,,,27.7,1,88718
2019-08-29,23.4,36.9,2.2,77.1,,,25.9,1,65708
2019-08-30,22.6,0.2,2.4,66.3,17.84,,24.1,1,86733
2019-08-31,23.5,,1.9,65,21.07,,25,1,90724
2019-09-01,23.7,,1.4,64,15.17,,23.8,2,89191
2019-09-02,24.4,,1.6,56.6,16.85,,24.8,2,92510
2019-09-03,24.1,0,2.3,67.6,11.6,,26.3,2,74801
2019-09-04,22.8,22.7,2.5,89,5.68,,23.5,2,27168
2019-09-05,23,36.4,2,91.4,6.07,,23.7,2,33929
2019-09-06,25.3,2.4,2.1,79.8,9.29,,25.5,2,16631
2019-09-07,25.7,2.8,6,72.9,2.95,,24.1,2,0
2019-09-08,24.7,0,1.9,76.9,9.31,,25.1,2,52055
2019-09-09,25.1,0,1.7,74.3,10.04,,25.2,2,68370
2019-09-10,23.8,63.2,2.4,93.4,5.74,,24.4,2,18265
2019-09-11,24.3,7.6,3.1,71.4,16.56,,24.9,2,75328
2019-09-12,21,3.9,2.6,72.3,4.09,,21.9,2,32059
2019-09-13,23.3,0.1,1.7,60.4,21.35,,24.4,2,57065
2019-09-14,22.4,0.3,1.2,80,3.34,,22.9,2,48756
2019-09-15,24.2,,1.7,70.4,18.19,,25.2,2,82678
2019-09-16,24.5,,2.1,53,19.91,,27.4,2,89807
2019-09-17,23.5,,2.1,41.6,20.01,,25.4,2,92153
2019-09-18,21,,3.1,46,21.9,,25.4,2,92045
2019-09-19,19.5,,1.9,46.5,19.83,,23.3,2,91554
2019-09-20,19.6,,2.1,52.8,8.64,,21.5,2,94246
2019-09-21,19.6,,2,60.3,4.44,,20.8,2,86676
2019-09-22,18.6,0.4,3.8,63.4,3.2,,18.5,2,41173
2019-09-23,20,,2.2,51.1,16.92,,20.2,2,92006
2019-09-24,19.8,,1.8,61.3,20.17,,23,2,93546
2019-09-25,20.9,,1.4,64.4,16.44,,23.4,2,92665
2019-09-26,22.9,,1.9,59.3,15.5,,25.1,2,92247
2019-09-27,22.9,,1.9,57.5,10.42,,24.4,2,93345
2019-09-28,23.7,,1.7,58.9,15.97,,25.8,2,89550
2019-09-29,22.6,,1.7,60.6,18.83,,24.7,2,86133
2019-09-30,22.4,,1.6,61,18.37,,24.3,2,88270
2019-10-01,23.1,,1.8,67.1,13.05,,24.5,2,88575
2019-10-02,21.6,23.1,3,88,3.4,,22.2,2,27368
2019-10-03,22.4,4.6,2.8,73.4,10.14,,22.6,2,75438
2019-10-04,22.4,,2.1,71.5,16.23,,22.9,2,94912
2019-10-05,18.7,0.6,2.9,72.6,8.24,,20.8,2,83020
2019-10-06,18.1,,2.9,53.4,16.17,,19.1,2,82855
2019-10-07,14.8,25.4,1.8,92,1.49,,16.7,2,21875
2019-10-08,14.7,,2.6,58.8,16.78,,16.7,2,81524
2019-10-09,13.6,,1.7,48.3,17.42,,14.1,2,85638
2019-10-10,15.2,,1.3,60.9,8.06,,16,2,81742
2019-10-11,18.8,,1.9,60,16.44,,18.4,2,92155
2019-10-12,17.9,,3.5,49.3,17.37,,18.2,2,84843
2019-10-13,17.2,,1.9,52.6,16.52,,17.8,2,84368
2019-10-14,14.4,,2.5,56.9,14.54,,17.1,2,79509
2019-10-15,14.5,,1.6,55.6,14.07,,14.5,2,85516
2019-10-16,14.6,,1.6,58.3,15.6,,16.3,2,84549
2019-10-17,15.4,,1.7,56,12.02,,17.2,2,85596
2019-10-18,17,,2.4,58.3,12.08,,17.4,2,89551
2019-10-19,17,,1.8,63.8,15.17,,17.5,2,87553
2019-10-20,16.5,,1.3,70.3,14.67,,18.1,2,79300
2019-10-21,17.1,,1,61,14.4,,15.9,2,84488
2019-10-22,18.1,,1.6,56.1,13.66,,18.3,2,88478
2019-10-23,17,,2.4,57.3,8.08,,17.3,2,87991
2019-10-24,18.3,,2.7,47.6,11.56,,19.4,2,89520
2019-10-25,16.7,0,2.4,58,12.29,,17.2,2,84617
2019-10-26,10,,2.5,60,13.08,,12.6,2,67578
2019-10-27,11,,1.6,59,14.45,,12,2,65774
2019-10-28,12.9,1.7,2.5,65.9,11.62,,13,2,67175
2019-10-29,12.5,0.1,2.3,61,12.41,,12.4,2,71135
2019-10-30,11.2,,1.6,60.3,14.08,,11.2,2,76898
2019-10-31,14.8,,2.3,73.8,10.34,,14.2,2,76860
2019-11-01,14.9,,1.8,57.9,13.85,,14.8,2,77604
2019-11-02,13.6,,1.5,57.3,7.69,,13.5,2,68223
2019-11-03,14.7,,2.1,57.8,12.51,,15.1,2,67452
2019-11-04,13.8,,2.1,57.8,13.83,,13.7,2,78874
2019-11-05,12.4,,1.6,65.1,11.04,,12.4,2,78675
2019-11-06,11,,1.8,63.6,10.63,,11,2,74812
2019-11-07,9.2,,2.7,42.8,13.4,,10.3,2,68315
2019-11-08,6.8,,1.9,31.4,13.98,,7.3,2,65110
2019-11-09,9.5,,1.6,41.4,13.15,,8.6,2,60693
2019-11-10,10,11.8,2.1,59.6,6.6,,10.5,2,40503
2019-11-11,11.2,1.1,2.4,71.6,8.97,,11.4,2,58957
2019-11-12,9.3,,1.4,63.6,8.06,,8.5,2,68210
2019-11-13,7.2,7.5,2.8,72.3,1.25,,7.7,2,39198
2019-11-14,1.3,,2.9,30.6,13.15,,2.6,2,45095
2019-11-15,5.6,18.8,2,87.4,1.92,,6.2,2,15069
2019-11-16,6.8,,1.6,81.3,8.92,,7.6,2,45493
2019-11-17,8.3,21.1,3.1,79.4,1.32,,7.6,2,11303
2019-11-18,4.6,14.7,3.9,59.8,10.26,,6.9,2,37496
2019-11-19,0.2,0,2.8,48,11.93,,2.4,2,40356
2019-11-20,0.5,,1.8,35.5,12.18,,2,2,42026
2019-11-21,4.2,,1.9,37.4,7.4,,2.9,2,47091
2019-11-22,9.7,,2.1,34.1,11.2,,6.3,2,56700
2019-11-23,12.1,,1.8,52,8.5,,8.7,2,54283
2019-11-24,9.8,3.8,2.2,74.6,3.84,,8.7,2,24304
2019-11-25,1.9,,2.7,62.1,7.87,,3.8,2,42677
2019-11-26,6.6,,2,64,9.78,,5.7,2,52464
2019-11-27,3.1,,2.7,50.8,10.43,,3.7,2,46248
2019-11-28,3.5,,2,52.4,11.21,,3.8,2,46983
2019-11-29,1.5,,2,42.8,11.4,,2.4,2,44689
2019-11-30,4.1,,1.7,42.6,8.01,,3.2,2,38366
2019-12-01,4.6,3.3,1.6,79.4,1.89,,5.2,3,"9,680"
2019-12-02,-0.1,,3.1,48,10.42,,2,3,"34,397"
2019-12-03,0.5,0.6,1.6,61.3,5.01,,1.4,3,"33,580"
2019-12-04,2,0,1.8,41.6,10.18,,2.5,3,"38,576"
